Gene_ID,miRNA_ID,utr_pos
OCRL,hsa-miR-1255a,1847
OCRL,hsa-miR-134-5p,1087
OCRL,hsa-miR-146b-3p,1679
OCRL,hsa-miR-1827,1834
OCRL,hsa-miR-192-5p,1551
OCRL,hsa-miR-199a-5p,1655
OCRL,hsa-miR-199b-5p,1659
OCRL,hsa-miR-210-5p,1555
OCRL,hsa-miR-217-5p,1277
OCRL,hsa-miR-218-1-3p,617
OCRL,hsa-miR-2682-5p,1271
OCRL,hsa-miR-2861,909
OCRL,hsa-miR-302a-3p,714
OCRL,hsa-miR-302c-3p,713
OCRL,hsa-miR-302d-3p,713
OCRL,hsa-miR-302e,718
OCRL,hsa-miR-30c-1-3p,1146
OCRL,hsa-miR-3130-5p,613
OCRL,hsa-miR-3151-5p,870
OCRL,hsa-miR-3162-3p,1666
OCRL,hsa-miR-3166,517
OCRL,hsa-miR-3173-3p,131
OCRL,hsa-miR-34b-5p,1829
OCRL,hsa-miR-3619-5p,2054
OCRL,hsa-miR-3665,2058
OCRL,hsa-miR-3678-3p,2049
OCRL,hsa-miR-3679-3p,1451
OCRL,hsa-miR-370-3p,1017
OCRL,hsa-miR-373-3p,712
OCRL,hsa-miR-3911,605
OCRL,hsa-miR-3922-3p,1618
OCRL,hsa-miR-3928-3p,1287
OCRL,hsa-miR-3936,412
OCRL,hsa-miR-3944-5p,1771
OCRL,hsa-miR-425-5p,2200
OCRL,hsa-miR-4302,611
OCRL,hsa-miR-432-5p,26
OCRL,hsa-miR-4433b-3p,424
OCRL,hsa-miR-4435,1116
OCRL,hsa-miR-4476,417
OCRL,hsa-miR-4482-5p,607
OCRL,hsa-miR-4487,1047
OCRL,hsa-miR-449c-5p,1265
OCRL,hsa-miR-4533,1009
OCRL,hsa-miR-4640-5p,867
OCRL,hsa-miR-4651,412
OCRL,hsa-miR-4692,1270
OCRL,hsa-miR-4711-5p,1274
OCRL,hsa-miR-4722-5p,835
OCRL,hsa-miR-4724-3p,1456
OCRL,hsa-miR-4726-5p,866
OCRL,hsa-miR-4727-3p,766
OCRL,hsa-miR-4732-3p,1555
OCRL,hsa-miR-4732-5p,1033
OCRL,hsa-miR-4740-3p,23
OCRL,hsa-miR-4747-5p,928
OCRL,hsa-miR-4768-3p,832
OCRL,hsa-miR-4779,131
OCRL,hsa-miR-4780,1737
OCRL,hsa-miR-4791,1098
OCRL,hsa-miR-492,753
OCRL,hsa-miR-500b-3p,817
OCRL,hsa-miR-504-3p,436
OCRL,hsa-miR-505-5p,600
OCRL,hsa-miR-517-5p,917
OCRL,hsa-miR-5196-5p,930
OCRL,hsa-miR-520a-3p,713
OCRL,hsa-miR-520b-3p,714
OCRL,hsa-miR-520c-3p,713
OCRL,hsa-miR-520e-3p,714
OCRL,hsa-miR-520f-3p,712
OCRL,hsa-miR-520g-3p,713
OCRL,hsa-miR-520h,715
OCRL,hsa-miR-539-5p,1424
OCRL,hsa-miR-544b,899
OCRL,hsa-miR-5572,1962
OCRL,hsa-miR-593-5p,1525
OCRL,hsa-miR-608,408
OCRL,hsa-miR-6124,776
OCRL,hsa-miR-617,887
OCRL,hsa-miR-649,1601
OCRL,hsa-miR-6501-3p,2007
OCRL,hsa-miR-665,1293
OCRL,hsa-miR-6731-5p,1148
OCRL,hsa-miR-6733-3p,1657
OCRL,hsa-miR-6734-3p,1452
OCRL,hsa-miR-6737-5p,1957
OCRL,hsa-miR-6756-5p,409
OCRL,hsa-miR-6762-5p,867
OCRL,hsa-miR-6767-5p,519
OCRL,hsa-miR-6769b-5p,406
OCRL,hsa-miR-6782-5p,405
OCRL,hsa-miR-6794-3p,732
OCRL,hsa-miR-6796-5p,870
OCRL,hsa-miR-6797-5p,125
OCRL,hsa-miR-6808-5p,838
OCRL,hsa-miR-6812-5p,1959
OCRL,hsa-miR-6814-5p,491
OCRL,hsa-miR-6819-5p,1956
OCRL,hsa-miR-6823-3p,1761
OCRL,hsa-miR-6827-5p,1080
OCRL,hsa-miR-6828-3p,1595
OCRL,hsa-miR-6840-3p,814
OCRL,hsa-miR-6841-5p,309
OCRL,hsa-miR-6851-5p,849
OCRL,hsa-miR-6871-5p,1149
OCRL,hsa-miR-6882-5p,376
OCRL,hsa-miR-6888-5p,833
OCRL,hsa-miR-6891-5p,137
OCRL,hsa-miR-6893-5p,839
OCRL,hsa-miR-7160-5p,1015
OCRL,hsa-miR-764,2051
OCRL,hsa-miR-766-5p,1288
OCRL,hsa-miR-8078,842
OCRL,hsa-miR-8085,1150
OCRL,hsa-miR-92a-1-5p,1964
OCRL,hsa-miR-9851-3p,1525
PDP2,hsa-let-7b-5p,900
PDP2,hsa-let-7c-5p,900
PDP2,hsa-let-7d-5p,900
PDP2,hsa-let-7e-5p,900
PDP2,hsa-miR-10397-3p,662
PDP2,hsa-miR-10400-3p,3990
PDP2,hsa-miR-10526-3p,1555
PDP2,hsa-miR-106a-5p,3831
PDP2,hsa-miR-106b-5p,3833
PDP2,hsa-miR-12127,1086
PDP2,hsa-miR-12128,3123
PDP2,hsa-miR-1224-5p,1254
PDP2,hsa-miR-1233-5p,3646
PDP2,hsa-miR-1249-5p,2668
PDP2,hsa-miR-1257,926
PDP2,hsa-miR-125b-2-3p,4282
PDP2,hsa-miR-1270,2958
PDP2,hsa-miR-1273c,2604
PDP2,hsa-miR-1273h-5p,2430
PDP2,hsa-miR-1285-3p,2378
PDP2,hsa-miR-1289,2656
PDP2,hsa-miR-1299,725
PDP2,hsa-miR-1304-3p,4331
PDP2,hsa-miR-1343-3p,3184
PDP2,hsa-miR-149-3p,2671
PDP2,hsa-miR-149-5p,4917
PDP2,hsa-miR-1587,2269
PDP2,hsa-miR-17-5p,3831
PDP2,hsa-miR-1827,2292
PDP2,hsa-miR-183-5p,4026
PDP2,hsa-miR-184,2098
PDP2,hsa-miR-186-3p,4765
PDP2,hsa-miR-188-3p,1819
PDP2,hsa-miR-1910-3p,3496
PDP2,hsa-miR-1914-3p,920
PDP2,hsa-miR-193a-3p,4914
PDP2,hsa-miR-193b-3p,4915
PDP2,hsa-miR-1972,4722
PDP2,hsa-miR-1976,1183
PDP2,hsa-miR-198,674
PDP2,hsa-miR-199a-5p,3189
PDP2,hsa-miR-20a-5p,3831
PDP2,hsa-miR-20b-5p,3831
PDP2,hsa-miR-214-3p,3142
PDP2,hsa-miR-216a-3p,1820
PDP2,hsa-miR-216a-5p,4336
PDP2,hsa-miR-2355-5p,3098
PDP2,hsa-miR-2392,0
PDP2,hsa-miR-24-3p,816
PDP2,hsa-miR-2467-3p,905
PDP2,hsa-miR-25-3p,2228
PDP2,hsa-miR-2681-5p,3754
PDP2,hsa-miR-2861,2723
PDP2,hsa-miR-301b-3p,4031
PDP2,hsa-miR-3065-3p,2435
PDP2,hsa-miR-3065-5p,2537
PDP2,hsa-miR-30b-3p,3499
PDP2,hsa-miR-3116,2964
PDP2,hsa-miR-3130-3p,697
PDP2,hsa-miR-3135b,2028
PDP2,hsa-miR-3136-5p,1628
PDP2,hsa-miR-3146,2526
PDP2,hsa-miR-3160-3p,3479
PDP2,hsa-miR-3174,2637
PDP2,hsa-miR-3176,4008
PDP2,hsa-miR-3184-3p,1195
PDP2,hsa-miR-3187-5p,2379
PDP2,hsa-miR-3189-3p,2433
PDP2,hsa-miR-3192-5p,3496
PDP2,hsa-miR-3198,2659
PDP2,hsa-miR-324-3p,2619
PDP2,hsa-miR-339-5p,2358
PDP2,hsa-miR-3612,5044
PDP2,hsa-miR-3619-5p,3146
PDP2,hsa-miR-3620-5p,2262
PDP2,hsa-miR-3622a-5p,3522
PDP2,hsa-miR-3622b-5p,2327
PDP2,hsa-miR-3663-5p,1866
PDP2,hsa-miR-3664-3p,1165
PDP2,hsa-miR-3664-5p,4050
PDP2,hsa-miR-3665,940
PDP2,hsa-miR-367-3p,2231
PDP2,hsa-miR-3672,3944
PDP2,hsa-miR-3678-3p,2261
PDP2,hsa-miR-3689a-3p,2429
PDP2,hsa-miR-3689b-3p,2429
PDP2,hsa-miR-3689c,2429
PDP2,hsa-miR-3689d,3108
PDP2,hsa-miR-372-3p,4135
PDP2,hsa-miR-373-3p,3829
PDP2,hsa-miR-378a-5p,4178
PDP2,hsa-miR-3907,3103
PDP2,hsa-miR-3911,888
PDP2,hsa-miR-3922-3p,4005
PDP2,hsa-miR-3934-3p,289
PDP2,hsa-miR-3934-5p,3816
PDP2,hsa-miR-4252,2625
PDP2,hsa-miR-4260,1223
PDP2,hsa-miR-4270,2212
PDP2,hsa-miR-4284,2009
PDP2,hsa-miR-4298,1615
PDP2,hsa-miR-4309,2663
PDP2,hsa-miR-4320,4304
PDP2,hsa-miR-4429,4452
PDP2,hsa-miR-4430,2033
PDP2,hsa-miR-4433a-3p,776
PDP2,hsa-miR-4441,2215
PDP2,hsa-miR-4458,897
PDP2,hsa-miR-4464,62
PDP2,hsa-miR-4466,2466
PDP2,hsa-miR-4469,1186
PDP2,hsa-miR-4476,2112
PDP2,hsa-miR-4478,2297
PDP2,hsa-miR-4486,3457
PDP2,hsa-miR-4505,2472
PDP2,hsa-miR-450b-3p,4136
PDP2,hsa-miR-4533,2109
PDP2,hsa-miR-4653-3p,772
PDP2,hsa-miR-4656,4738
PDP2,hsa-miR-4660,4935
PDP2,hsa-miR-4667-3p,1183
PDP2,hsa-miR-4674,3991
PDP2,hsa-miR-4685-5p,4877
PDP2,hsa-miR-4688,4940
PDP2,hsa-miR-4690-3p,815
PDP2,hsa-miR-4695-5p,5044
PDP2,hsa-miR-4710,3705
PDP2,hsa-miR-4715-5p,942
PDP2,hsa-miR-4722-5p,2285
PDP2,hsa-miR-4728-5p,2668
PDP2,hsa-miR-4772-3p,4326
PDP2,hsa-miR-4786-5p,2390
PDP2,hsa-miR-4787-3p,4255
PDP2,hsa-miR-4793-3p,2619
PDP2,hsa-miR-4794,2219
PDP2,hsa-miR-4797-3p,718
PDP2,hsa-miR-4797-5p,2055
PDP2,hsa-miR-4801,240
PDP2,hsa-miR-483-3p,1192
PDP2,hsa-miR-486-3p,4938
PDP2,hsa-miR-5001-3p,4316
PDP2,hsa-miR-5006-5p,4944
PDP2,hsa-miR-500b-3p,1786
PDP2,hsa-miR-504-3p,2027
PDP2,hsa-miR-508-5p,2613
PDP2,hsa-miR-512-3p,4135
PDP2,hsa-miR-514a-5p,4007
PDP2,hsa-miR-516b-5p,4037
PDP2,hsa-miR-5189-5p,2374
PDP2,hsa-miR-5194,919
PDP2,hsa-miR-5197-5p,4025
PDP2,hsa-miR-519d-5p,1371
PDP2,hsa-miR-526b-3p,4142
PDP2,hsa-miR-532-3p,1819
PDP2,hsa-miR-550a-3-5p,5027
PDP2,hsa-miR-550a-5p,5024
PDP2,hsa-miR-5581-5p,3963
PDP2,hsa-miR-5589-5p,2467
PDP2,hsa-miR-5685,1326
PDP2,hsa-miR-5787,2470
PDP2,hsa-miR-6085,4746
PDP2,hsa-miR-6089,2424
PDP2,hsa-miR-612,2375
PDP2,hsa-miR-6134,2421
PDP2,hsa-miR-6165,981
PDP2,hsa-miR-617,4768
PDP2,hsa-miR-619-5p,1809
PDP2,hsa-miR-640,1837
PDP2,hsa-miR-646,3958
PDP2,hsa-miR-649,1057
PDP2,hsa-miR-650,3498
PDP2,hsa-miR-6511a-5p,3494
PDP2,hsa-miR-6512-3p,2223
PDP2,hsa-miR-6516-5p,944
PDP2,hsa-miR-653-3p,4914
PDP2,hsa-miR-661,2266
PDP2,hsa-miR-665,5050
PDP2,hsa-miR-668-3p,4045
PDP2,hsa-miR-6718-5p,3136
PDP2,hsa-miR-6720-5p,2223
PDP2,hsa-miR-6734-5p,912
PDP2,hsa-miR-6738-5p,916
PDP2,hsa-miR-6741-5p,2465
PDP2,hsa-miR-6747-3p,1964
PDP2,hsa-miR-6748-3p,1057
PDP2,hsa-miR-6749-3p,1186
PDP2,hsa-miR-6753-5p,4882
PDP2,hsa-miR-6754-5p,2209
PDP2,hsa-miR-6758-5p,2165
PDP2,hsa-miR-6760-5p,2207
PDP2,hsa-miR-6765-3p,1919
PDP2,hsa-miR-6771-5p,2301
PDP2,hsa-miR-6776-5p,2468
PDP2,hsa-miR-6778-5p,3646
PDP2,hsa-miR-6779-5p,2431
PDP2,hsa-miR-6780a-5p,2686
PDP2,hsa-miR-6783-3p,3988
PDP2,hsa-miR-6785-5p,2668
PDP2,hsa-miR-6787-3p,2934
PDP2,hsa-miR-6789-5p,4742
PDP2,hsa-miR-6794-3p,4009
PDP2,hsa-miR-6797-5p,2668
PDP2,hsa-miR-6800-3p,1105
PDP2,hsa-miR-6813-5p,4741
PDP2,hsa-miR-6815-5p,1560
PDP2,hsa-miR-6817-5p,4867
PDP2,hsa-miR-6822-5p,2672
PDP2,hsa-miR-6825-5p,2667
PDP2,hsa-miR-6828-5p,984
PDP2,hsa-miR-6829-5p,2267
PDP2,hsa-miR-6831-5p,894
PDP2,hsa-miR-6833-5p,887
PDP2,hsa-miR-6843-3p,1863
PDP2,hsa-miR-6847-3p,2455
PDP2,hsa-miR-6851-5p,3106
PDP2,hsa-miR-6852-5p,3185
PDP2,hsa-miR-6854-5p,3630
PDP2,hsa-miR-6859-5p,2167
PDP2,hsa-miR-6865-5p,1559
PDP2,hsa-miR-6881-5p,1546
PDP2,hsa-miR-6883-5p,2673
PDP2,hsa-miR-6884-5p,2292
PDP2,hsa-miR-6892-5p,5013
PDP2,hsa-miR-6893-5p,2289
PDP2,hsa-miR-6894-5p,2278
PDP2,hsa-miR-7106-5p,3650
PDP2,hsa-miR-7111-3p,3200
PDP2,hsa-miR-7150,942
PDP2,hsa-miR-7151-5p,1837
PDP2,hsa-miR-7152-3p,678
PDP2,hsa-miR-7156-3p,995
PDP2,hsa-miR-760,4993
PDP2,hsa-miR-766-3p,2221
PDP2,hsa-miR-769-3p,4134
PDP2,hsa-miR-7703,2227
PDP2,hsa-miR-7845-5p,5009
PDP2,hsa-miR-7851-3p,4785
PDP2,hsa-miR-7855-5p,3702
PDP2,hsa-miR-8075,4735
PDP2,hsa-miR-8078,2401
PDP2,hsa-miR-8080,2798
PDP2,hsa-miR-8087,186
PDP2,hsa-miR-873-5p,980
PDP2,hsa-miR-876-3p,1235
PDP2,hsa-miR-889-5p,4978
PDP2,hsa-miR-92a-3p,2229
PDP2,hsa-miR-92b-3p,2229
PDP2,hsa-miR-93-5p,3831
PDP2,hsa-miR-936,714
PDP2,hsa-miR-9986,3696
PHLPP2,hsa-miR-10523-5p,3763
PHLPP2,hsa-miR-10b-3p,1998
PHLPP2,hsa-miR-12122,696
PHLPP2,hsa-miR-1231,3735
PHLPP2,hsa-miR-1253,767
PHLPP2,hsa-miR-1271-3p,228
PHLPP2,hsa-miR-1285-3p,378
PHLPP2,hsa-miR-134-5p,3642
PHLPP2,hsa-miR-149-5p,3231
PHLPP2,hsa-miR-17-3p,161
PHLPP2,hsa-miR-1843,3369
PHLPP2,hsa-miR-185-5p,591
PHLPP2,hsa-miR-188-3p,2
PHLPP2,hsa-miR-1910-3p,341
PHLPP2,hsa-miR-1915-3p,175
PHLPP2,hsa-miR-192-3p,1219
PHLPP2,hsa-miR-194-3p,0
PHLPP2,hsa-miR-206,1569
PHLPP2,hsa-miR-21-3p,304
PHLPP2,hsa-miR-210-5p,454
PHLPP2,hsa-miR-211-3p,174
PHLPP2,hsa-miR-2110,2776
PHLPP2,hsa-miR-2114-5p,33
PHLPP2,hsa-miR-2117,951
PHLPP2,hsa-miR-2467-3p,2830
PHLPP2,hsa-miR-25-3p,136
PHLPP2,hsa-miR-28-5p,1035
PHLPP2,hsa-miR-296-5p,1252
PHLPP2,hsa-miR-302a-3p,3570
PHLPP2,hsa-miR-3064-3p,3244
PHLPP2,hsa-miR-3065-3p,2103
PHLPP2,hsa-miR-30c-1-3p,3683
PHLPP2,hsa-miR-30c-2-3p,3678
PHLPP2,hsa-miR-3117-3p,564
PHLPP2,hsa-miR-3130-5p,957
PHLPP2,hsa-miR-3136-5p,3633
PHLPP2,hsa-miR-3139,1035
PHLPP2,hsa-miR-3146,1207
PHLPP2,hsa-miR-3160-5p,544
PHLPP2,hsa-miR-3162-3p,31
PHLPP2,hsa-miR-3162-5p,1113
PHLPP2,hsa-miR-3187-5p,380
PHLPP2,hsa-miR-3192-5p,3681
PHLPP2,hsa-miR-3194-5p,461
PHLPP2,hsa-miR-330-5p,2764
PHLPP2,hsa-miR-331-3p,529
PHLPP2,hsa-miR-340-3p,105
PHLPP2,hsa-miR-346,1223
PHLPP2,hsa-miR-3622b-5p,378
PHLPP2,hsa-miR-363-5p,325
PHLPP2,hsa-miR-3664-3p,1040
PHLPP2,hsa-miR-3665,574
PHLPP2,hsa-miR-3667-3p,982
PHLPP2,hsa-miR-367-3p,138
PHLPP2,hsa-miR-3675-5p,1907
PHLPP2,hsa-miR-3692-5p,3156
PHLPP2,hsa-miR-370-5p,1282
PHLPP2,hsa-miR-373-3p,3568
PHLPP2,hsa-miR-3941,2848
PHLPP2,hsa-miR-3945,239
PHLPP2,hsa-miR-4279,1387
PHLPP2,hsa-miR-4292,530
PHLPP2,hsa-miR-4306,594
PHLPP2,hsa-miR-4420,2707
PHLPP2,hsa-miR-4433b-3p,3074
PHLPP2,hsa-miR-4439,3635
PHLPP2,hsa-miR-4446-3p,381
PHLPP2,hsa-miR-4474-3p,3315
PHLPP2,hsa-miR-4478,207
PHLPP2,hsa-miR-4492,387
PHLPP2,hsa-miR-4498,381
PHLPP2,hsa-miR-4505,384
PHLPP2,hsa-miR-4516,1115
PHLPP2,hsa-miR-4520-2-3p,2983
PHLPP2,hsa-miR-4524a-3p,198
PHLPP2,hsa-miR-4526,2705
PHLPP2,hsa-miR-4649-3p,367
PHLPP2,hsa-miR-4667-5p,2778
PHLPP2,hsa-miR-4673,619
PHLPP2,hsa-miR-4692,618
PHLPP2,hsa-miR-4700-5p,2008
PHLPP2,hsa-miR-4704-5p,3466
PHLPP2,hsa-miR-4727-5p,1220
PHLPP2,hsa-miR-4736,576
PHLPP2,hsa-miR-4740-3p,154
PHLPP2,hsa-miR-4740-5p,561
PHLPP2,hsa-miR-4768-5p,953
PHLPP2,hsa-miR-4785,3509
PHLPP2,hsa-miR-485-5p,166
PHLPP2,hsa-miR-489-3p,3725
PHLPP2,hsa-miR-493-3p,3291
PHLPP2,hsa-miR-499a-3p,735
PHLPP2,hsa-miR-5001-3p,943
PHLPP2,hsa-miR-5001-5p,380
PHLPP2,hsa-miR-500b-3p,961
PHLPP2,hsa-miR-508-5p,132
PHLPP2,hsa-miR-5189-5p,378
PHLPP2,hsa-miR-518e-5p,1396
PHLPP2,hsa-miR-518f-5p,1396
PHLPP2,hsa-miR-5193,7
PHLPP2,hsa-miR-5194,1986
PHLPP2,hsa-miR-519a-5p,1396
PHLPP2,hsa-miR-519b-5p,1396
PHLPP2,hsa-miR-519c-5p,1396
PHLPP2,hsa-miR-520f-3p,3569
PHLPP2,hsa-miR-522-5p,1396
PHLPP2,hsa-miR-523-5p,1396
PHLPP2,hsa-miR-532-3p,5
PHLPP2,hsa-miR-542-3p,1607
PHLPP2,hsa-miR-5580-5p,3158
PHLPP2,hsa-miR-5682,3185
PHLPP2,hsa-miR-5708,126
PHLPP2,hsa-miR-5787,384
PHLPP2,hsa-miR-589-3p,549
PHLPP2,hsa-miR-589-5p,1391
PHLPP2,hsa-miR-612,376
PHLPP2,hsa-miR-6132,388
PHLPP2,hsa-miR-6134,2388
PHLPP2,hsa-miR-626,1228
PHLPP2,hsa-miR-630,1488
PHLPP2,hsa-miR-635,1253
PHLPP2,hsa-miR-642a-5p,1385
PHLPP2,hsa-miR-6499-3p,1263
PHLPP2,hsa-miR-6501-3p,2595
PHLPP2,hsa-miR-6511a-5p,335
PHLPP2,hsa-miR-6720-5p,131
PHLPP2,hsa-miR-6724-5p,1251
PHLPP2,hsa-miR-6732-3p,19
PHLPP2,hsa-miR-6734-3p,1087
PHLPP2,hsa-miR-6738-5p,1985
PHLPP2,hsa-miR-6745,325
PHLPP2,hsa-miR-6749-3p,8
PHLPP2,hsa-miR-6764-5p,173
PHLPP2,hsa-miR-6765-3p,2782
PHLPP2,hsa-miR-6769a-3p,457
PHLPP2,hsa-miR-6769b-3p,1791
PHLPP2,hsa-miR-6771-5p,208
PHLPP2,hsa-miR-6772-3p,3162
PHLPP2,hsa-miR-6774-5p,1251
PHLPP2,hsa-miR-6779-5p,342
PHLPP2,hsa-miR-6780a-5p,340
PHLPP2,hsa-miR-6788-5p,3685
PHLPP2,hsa-miR-6791-5p,522
PHLPP2,hsa-miR-6792-3p,647
PHLPP2,hsa-miR-6793-3p,28
PHLPP2,hsa-miR-6799-5p,2860
PHLPP2,hsa-miR-6808-5p,617
PHLPP2,hsa-miR-6810-5p,2008
PHLPP2,hsa-miR-6817-3p,953
PHLPP2,hsa-miR-6817-5p,1291
PHLPP2,hsa-miR-6829-3p,12
PHLPP2,hsa-miR-6829-5p,922
PHLPP2,hsa-miR-6833-5p,1573
PHLPP2,hsa-miR-6836-5p,388
PHLPP2,hsa-miR-6845-3p,1383
PHLPP2,hsa-miR-6847-5p,332
PHLPP2,hsa-miR-6849-3p,298
PHLPP2,hsa-miR-6851-3p,991
PHLPP2,hsa-miR-6857-3p,118
PHLPP2,hsa-miR-6858-3p,460
PHLPP2,hsa-miR-6860,381
PHLPP2,hsa-miR-6862-5p,377
PHLPP2,hsa-miR-6871-3p,3185
PHLPP2,hsa-miR-6873-3p,948
PHLPP2,hsa-miR-6875-3p,535
PHLPP2,hsa-miR-6876-3p,1223
PHLPP2,hsa-miR-6880-3p,1085
PHLPP2,hsa-miR-6884-5p,168
PHLPP2,hsa-miR-6892-3p,1385
PHLPP2,hsa-miR-7113-5p,175
PHLPP2,hsa-miR-7150,578
PHLPP2,hsa-miR-7156-5p,1331
PHLPP2,hsa-miR-7160-3p,994
PHLPP2,hsa-miR-762,381
PHLPP2,hsa-miR-764,230
PHLPP2,hsa-miR-766-3p,132
PHLPP2,hsa-miR-770-5p,533
PHLPP2,hsa-miR-7703,135
PHLPP2,hsa-miR-7845-5p,173
PHLPP2,hsa-miR-8089,2008
PHLPP2,hsa-miR-892b,3232
PHLPP2,hsa-miR-92a-1-5p,2366
PHLPP2,hsa-miR-92a-3p,142
PHLPP2,hsa-miR-92b-3p,142
PHLPP2,hsa-miR-938,1234
RDX,hsa-let-7a-5p,958
RDX,hsa-let-7b-5p,958
RDX,hsa-let-7c-5p,958
RDX,hsa-let-7e-5p,958
RDX,hsa-let-7g-5p,958
RDX,hsa-let-7i-5p,958
RDX,hsa-miR-122b-3p,205
RDX,hsa-miR-1294,962
RDX,hsa-miR-141-3p,474
RDX,hsa-miR-200a-3p,474
RDX,hsa-miR-21-3p,679
RDX,hsa-miR-216a-3p,1380
RDX,hsa-miR-346,1760
RDX,hsa-miR-373-3p,80
RDX,hsa-miR-4300,760
RDX,hsa-miR-4657,383
RDX,hsa-miR-4769-5p,66
RDX,hsa-miR-4776-5p,185
RDX,hsa-miR-485-5p,780
RDX,hsa-miR-511-5p,113
RDX,hsa-miR-520d-3p,83
RDX,hsa-miR-562,1609
RDX,hsa-miR-587,1882
RDX,hsa-miR-6506-3p,1340
RDX,hsa-miR-6506-5p,2293
RDX,hsa-miR-6509-3p,502
RDX,hsa-miR-6726-5p,756
RDX,hsa-miR-6737-3p,501
RDX,hsa-miR-6758-3p,1230
RDX,hsa-miR-6768-3p,40
RDX,hsa-miR-6833-3p,1225
RDX,hsa-miR-6863,275
RDX,hsa-miR-6873-3p,1235
RDX,hsa-miR-708-5p,1166
RDX,hsa-miR-7110-3p,1222
RDX,hsa-miR-8485,1257
RDX,hsa-miR-942-3p,434
RDX,hsa-miR-98-5p,958
RUNDC3B,hsa-miR-122b-5p,2052
RUNDC3B,hsa-miR-1278,1217
RUNDC3B,hsa-miR-149-3p,2138
RUNDC3B,hsa-miR-150-5p,1665
RUNDC3B,hsa-miR-155-3p,1308
RUNDC3B,hsa-miR-2115-5p,1435
RUNDC3B,hsa-miR-3158-3p,1440
RUNDC3B,hsa-miR-3191-5p,319
RUNDC3B,hsa-miR-3198,350
RUNDC3B,hsa-miR-383-3p,894
RUNDC3B,hsa-miR-4309,352
RUNDC3B,hsa-miR-4443,2153
RUNDC3B,hsa-miR-4539,807
RUNDC3B,hsa-miR-4635,330
RUNDC3B,hsa-miR-4685-3p,1679
RUNDC3B,hsa-miR-4717-3p,2186
RUNDC3B,hsa-miR-4728-3p,1620
RUNDC3B,hsa-miR-4728-5p,2138
RUNDC3B,hsa-miR-4739,2134
RUNDC3B,hsa-miR-4769-5p,1101
RUNDC3B,hsa-miR-4776-5p,1786
RUNDC3B,hsa-miR-4797-3p,1227
RUNDC3B,hsa-miR-4800-5p,1789
RUNDC3B,hsa-miR-5088-3p,1677
RUNDC3B,hsa-miR-518c-5p,343
RUNDC3B,hsa-miR-548aa,1320
RUNDC3B,hsa-miR-548t-3p,1320
RUNDC3B,hsa-miR-5695,99
RUNDC3B,hsa-miR-573,1417
RUNDC3B,hsa-miR-593-3p,360
RUNDC3B,hsa-miR-6127,2144
RUNDC3B,hsa-miR-670-5p,1424
RUNDC3B,hsa-miR-6729-3p,1632
RUNDC3B,hsa-miR-6776-3p,1320
RUNDC3B,hsa-miR-6785-5p,2139
RUNDC3B,hsa-miR-6838-5p,1735
RUNDC3B,hsa-miR-6883-5p,2137
RUNDC3B,hsa-miR-7109-3p,827
RUNDC3B,hsa-miR-7157-5p,2156
RUNDC3B,hsa-miR-766-5p,1979
RUNDC3B,hsa-miR-8075,1616
SLC25A46,hsa-miR-10b-3p,1811
SLC25A46,hsa-miR-12129,2855
SLC25A46,hsa-miR-1238-5p,2754
SLC25A46,hsa-miR-1292-5p,2185
SLC25A46,hsa-miR-141-5p,9
SLC25A46,hsa-miR-194-3p,2349
SLC25A46,hsa-miR-2861,2347
SLC25A46,hsa-miR-300,1182
SLC25A46,hsa-miR-3059-5p,952
SLC25A46,hsa-miR-3180-5p,6
SLC25A46,hsa-miR-320a-3p,2779
SLC25A46,hsa-miR-320b,2779
SLC25A46,hsa-miR-3691-3p,482
SLC25A46,hsa-miR-381-3p,1182
SLC25A46,hsa-miR-4429,2781
SLC25A46,hsa-miR-4533,167
SLC25A46,hsa-miR-4661-3p,1846
SLC25A46,hsa-miR-4684-3p,2943
SLC25A46,hsa-miR-4691-5p,2920
SLC25A46,hsa-miR-4751,2351
SLC25A46,hsa-miR-4758-5p,2756
SLC25A46,hsa-miR-4794,2985
SLC25A46,hsa-miR-485-3p,3262
SLC25A46,hsa-miR-493-3p,2523
SLC25A46,hsa-miR-498-5p,673
SLC25A46,hsa-miR-5008-3p,1417
SLC25A46,hsa-miR-5187-5p,606
SLC25A46,hsa-miR-519d-3p,1304
SLC25A46,hsa-miR-519e-5p,2005
SLC25A46,hsa-miR-520g-3p,1303
SLC25A46,hsa-miR-520h,1305
SLC25A46,hsa-miR-5685,828
SLC25A46,hsa-miR-5693,843
SLC25A46,hsa-miR-637,2604
SLC25A46,hsa-miR-6738-3p,253
SLC25A46,hsa-miR-6757-5p,606
SLC25A46,hsa-miR-6792-3p,2921
SLC25A46,hsa-miR-6846-5p,2604
SLC25A46,hsa-miR-6848-5p,2603
SLC25A46,hsa-miR-6862-3p,1192
SLC25A46,hsa-miR-6874-3p,2705
SLC25A46,hsa-miR-8485,1593
SLC25A46,hsa-miR-93-5p,1304
SMG1,hsa-miR-10397-5p,198
SMG1,hsa-miR-10526-3p,658
SMG1,hsa-miR-106a-5p,1526
SMG1,hsa-miR-106b-5p,1528
SMG1,hsa-miR-11181-3p,2829
SMG1,hsa-miR-11401,270
SMG1,hsa-miR-1178-5p,349
SMG1,hsa-miR-12114,344
SMG1,hsa-miR-12115,2826
SMG1,hsa-miR-124-5p,229
